animal,n_windows,model,accuracy_mean,accuracy_std,f1_mean,f1_std,rmse_mean,rmse_std,latency_ms_mean,composite_score,rank,total_time_s
12,86400,Transformer + bp_lag1,0.9862691751085384,0.0007074554497228,0.982358974214485,0.0009489862421381,9852.9830078125,196.78104983385776,0.0136168304474973,0.8974719814363814,10,5460.8
13,86400,GRU + bp,0.9933892908827786,0.0007187333462306,0.9904646060000598,0.0012084654434874,14113.4740234375,590.3383530454644,0.0098552733886172,0.998707303267338,1,5396.04
13,86400,GRU + bp_lag1,0.9858986975397974,0.0008714655521416,0.9796536404384768,0.0011892670324706,14577.9021484375,1017.6380511205994,0.0097324686426825,0.9939213835378572,2,5396.04
13,86400,LSTM + bp,0.9934471780028944,0.0013182004355417,0.9909840722206292,0.0014662106695328,13658.7326171875,379.8278475616822,0.0103412818867179,0.969215217912854,3,5396.04
13,86400,LSTM + bp_lag1,0.98660492040521,0.0008668390875755,0.9809365829484868,0.0014302122129657,14490.0654296875,506.12305449613314,0.0102471491408179,0.9645698487842946,4,5396.04
13,86400,STA-LSTM + bp_lag1,0.9874963820549926,0.0008794271034365,0.9825696890170162,0.0010443852755108,16303.7326171875,704.9001360043077,0.0124249264608675,0.920260037394318,5,5396.04
13,86400,STA-LSTM-H + bp_lag1,0.9861418234442836,0.0043733862911493,0.9801922262476136,0.0066916951782178,16313.258984375,401.2577330148473,0.0123746931059595,0.9194872132980711,6,5396.04
13,86400,STA-LSTM-H (accel),0.9687988422575976,0.0015541371178743,0.9603963436774812,0.0012885496121052,15693.4462890625,610.7591282668699,0.0123816399299977,0.9056032451660184,7,5396.04
13,86400,STA-LSTM (accel),0.9662286541244572,0.0035080932090876,0.9560977511663388,0.0046922376467748,15894.7927734375,277.1674313912668,0.0123779390333422,0.9035570341252346,8,5396.04
13,86400,Transformer + bp,0.9933082489146164,0.0014379328424533,0.9904761118632684,0.0018770859130584,18041.523828125,608.5061687190029,0.0134876426498037,0.9016386738419846,9,5396.04
13,86400,Transformer + bp_lag1,0.9878437047756874,0.000866375082321,0.9825281664524408,0.0013458033899511,18265.376171875,282.055840834644,0.0134671912467923,0.8973477834693051,10,5396.04
14,86400,GRU + bp,0.9940607814761216,0.0004447901062182,0.9920888811113232,0.0005084239546809,10697.5650390625,702.701545028052,0.0100580882658446,1.0,1,5465.41
14,86400,GRU + bp_lag1,0.9877973950795949,0.0008132264812196,0.9834997103668864,0.0011512851959166,10880.8962890625,321.5740463081364,0.0101826615326979,0.9937359672706724,2,5465.41
14,86400,LSTM + bp,0.9940144717800288,0.0003779989051765,0.992003383041076,0.0005580564150309,11032.3271484375,374.9874701911642,0.0106116801745618,0.9698483445974584,3,5465.41
14,86400,LSTM + bp_lag1,0.9871722141823446,0.0006022486508198,0.982699757786594,0.0010178607556057,11620.398828125,825.2835156038169,0.0106180574699114,0.9642849065669108,4,5465.41
14,86400,STA-LSTM-H + bp_lag1,0.9880057887120116,0.0008447553735203,0.9840476439805655,0.0011831170057415,12164.5826171875,1037.8232058757433,0.0125843120224008,0.9217745597045046,5,5465.41
14,86400,STA-LSTM + bp_lag1,0.9878668596237338,0.0012293894254086,0.9836694285252874,0.0015886264039836,11673.8005859375,393.1721554882061,0.0127627139105077,0.9205455229313864,6,5465.41
14,86400,Transformer + bp,0.994026049204052,0.0003200063666821,0.991929789380696,0.0004820454143788,14554.5537109375,706.9633894653002,0.0137492343149917,0.9027179937005984,7,5465.41
